Experiment Number (900 series refer to external references),sample or citation,ref,solute,solute SMILES,solvent,solvent SMILES,concentration (M),wiki page,gONS,notes,identifier,solute type,solubility - solute mass (g),solvent mass (g),solvent density (g/ml),solute density (g/ml) - from ChemSpider prediction,solvent volume (ml),solute volume (ml),total vol. (ml),solute MW,moles solute,calculated concentration (M)- assumes no expansion or contraction upon mixing,calc. conc. (M) from g/100ml,liquid at room temp (y/n),solute reacts with solvent,csid,TRUE,solubility g/l ,calculated conc in moles/liter,solubility mole fraction,solvent MW (g/mol)
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,benzene,c1ccccc1,1.69824365246174,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,butanone,CCC(=O)C,1.7054190361817,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,butyronitrile,N#CCCC,1.4829963994394,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,carbon tetrachloride,ClC(Cl)(Cl)Cl,0.77624711662869,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,chlorobenzene,c1ccc(cc1)Cl,1.69824365246174,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,cyclohexane,C1CCCCC1,0.097723722095581,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,cyclohexanone,C1CCC(=O)CC1,1.9824844804711,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,decane,CCCCCCCCCC,0.043651583224017,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,dibutyl ether,O(CCCC)CCCC,0.1949844599758,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,diethyl ether,CCOCC,0.63424319235649,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,diisopropyl ether,O(C(C)C)C(C)C,0.2270190672244,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,DMSO,CS(=O)C,0.3105589944203,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,ethanol,CCO,0.17378008287494,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,heptane,CCCCCCC,0.044668359215096,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,hexadecane,CCCCCCCCCCCCCCCC,0.040738027780411,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,hexane,CCCCCC,0.043651583224017,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,methanol,CO,0.18620871366629,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,methyl acetate,O=C(OC)C,1.5742731525413,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,nonane,CCCCCCCCC,0.044668359215096,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,octane,CCCCCCCC,0.044668359215096,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,propionitrile,N#CCC,1.5097998526789,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,propylene carbonate,CC1COC(=O)O1,0.97958413710309,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,toluene,Cc1ccccc1,1.25892541179417,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,trifluoroethanol,FC(F)(F)CO,0.44460097860122,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1037,Acree WE Jr. and Abraham MH. Solubility of crystalline non electrolyte soltes in organic solvents: mathematical correlation of benzil solubilities with the Abraham general solvation model. Journal of Solution Chemistry (2002),http://dx.doi.org/10.1023/A:1015853220711,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,water,O,0.000089125093813,REF,,25C,REF1037-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1053,W. E. Acree Jr. unpublished measurements,http://goo.gl/Xt1yJ,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,2-butoxyethanol,CCCCOCCO,0.49542324292258,REF,,,REF1053-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1053,W. E. Acree Jr. unpublished measurements,http://goo.gl/Xt1yJ,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,2-ethoxyethanol,CCOCCO,0.64077967667426,REF,,,REF1053-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1053,W. E. Acree Jr. unpublished measurements,http://goo.gl/Xt1yJ,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,2-isopropoxyethanol,OCCOC(C)C,0.55284066670528,REF,,,REF1053-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1053,W. E. Acree Jr. unpublished measurements,http://goo.gl/Xt1yJ,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,2-propoxyethanol,OCCOCCC,0.57709514509084,REF,,,REF1053-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1053,W. E. Acree Jr. unpublished measurements,http://goo.gl/Xt1yJ,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,3-methoxy-1-butanol,OCCC(OC)C,0.50268138566681,REF,,,REF1053-Acree,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1076,M. H. Abraham W. E. Acree Jr. A. J. Leo and D. Hoekman New J. Chem. 33 1685-1692 (2009),http://goo.gl/Xt1yJ,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,fluorobenzene,Fc1ccccc1,1.7337496935443,REF,,,REF1076-Abraham,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1085,M. H. Abraham and W. E. Acree Jr. New J. Chem. 28 1538-1543 (2004),http://goo.gl/Xt1yJ,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,dodecane,C(CCCCCCCC)CCC,0.10829796926044,REF,,,REF1085-Abraham,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1114,M. E. R. McHale A. S. M. Kauppila J. R. Powell and W. E. Acree Jr. Phys. Chem. Liq. 31 175-181,http://goo.gl/Xt1yJ,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,butylcyclohexane,C(CCC1CCCCC1)C,0.062936929745764,REF,,,REF1114-McHale,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1114,M. E. R. McHale A. S. M. Kauppila J. R. Powell and W. E. Acree Jr. Phys. Chem. Liq. 31 175-181,http://goo.gl/Xt1yJ,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,cyclooctane,C1CCCCCCC1,0.10433947886678,REF,,,REF1114-McHale,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1114,M. E. R. McHale J. R. Powell A.-S. M. Kauppila and W. E. Acree Jr. J. Chem. Eng. Data 41 1184 (1996),http://goo.gl/Xt1yJ,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,methyl tert-butyl ether,O(C(C)(C)C)C,0.53449443040246,REF,,,REF1114-McHale,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1114,M. E. R. McHale A. S. M. Kauppila J. R. Powell and W. E. Acree Jr. Phys. Chem. Liq. 31 175-181,http://goo.gl/Xt1yJ,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,methylcyclohexane,CC1CCCCC1,0.088905151046751,REF,,,REF1114-McHale,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1287,Wang 99 - S3,http://dx.doi.org/10.1021/ci800406y,benzil,c1ccc(cc1)C(=O)C(=O)c2ccccc2,water,O,0.001570362804,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1308,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,benzil,C1=CC=C(C=C1)C(=O)C(=O)C2=CC=CC=C2,1-octanol,OCCCCCCCC,0.128824955169313,REF,,25C,REF1308-Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),non-Ugi related,,,,,,,,,,,,n,,8329,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,benzilic acid,OC(c1ccccc1)(c2ccccc2)C(=O)O,water,O,0.006165950019,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,6220,FALSE,,,,
973,Domanska U and Bogel-Lukasik E. Solubility of Benzimidazoles in Alcohols. J. Chem. Eng. Data 2003. 48. 951-956,http://pubs.acs.org/doi/abs/10.1021/je020228x,benzimidazole,c1ccc2c(c1)[nH]cn2,1-butanol,CCCCO,1.171,REF,,25C,REF973-Domanska U and Bogel-Lukasik E. Solubility of Benzimidazoles in Alcohols. J. Chem. Eng. Data 2003. 48. 951-956,non-Ugi related,14.2292540295261,74.1216,0.805,1.3243935,92.0765217391304,10.7439775486108,102.820499287741,118.1359,0.120448179,1.171,,n,,5593,TRUE,,,,
973,Domanska U and Bogel-Lukasik E. Solubility of Benzimidazoles in Alcohols. J. Chem. Eng. Data 2003. 48. 951-956,http://pubs.acs.org/doi/abs/10.1021/je020228x,benzimidazole,c1ccc2c(c1)[nH]cn2,1-hexanol,OCCCCCC,0.992,REF,,25C,REF973-Domanska U and Bogel-Lukasik E. Solubility of Benzimidazoles in Alcohols. J. Chem. Eng. Data 2003. 48. 951-956,non-Ugi related,16.0941875131321,102.1748,0.816,1.3243935,125.214215686275,12.1521190742269,137.366334760501,118.1359,0.136234519,0.992,,n,,5593,TRUE,,,,
973,Domanska U and Bogel-Lukasik E. Solubility of Benzimidazoles in Alcohols. J. Chem. Eng. Data 2003. 48. 951-956,http://pubs.acs.org/doi/abs/10.1021/je020228x,benzimidazole,c1ccc2c(c1)[nH]cn2,1-propanol,CCCO,1.574,REF,,24C,REF973-Domanska U and Bogel-Lukasik E. Solubility of Benzimidazoles in Alcohols. J. Chem. Eng. Data 2003. 48. 951-956,non-Ugi related,16.3539678846885,60.095,0.795,1.3243935,75.5911949685534,12.3482695170948,87.9394644856483,118.1359,0.138433515,1.574,,n,,5593,TRUE,,,,
973,Domanska U and Bogel-Lukasik E. Solubility of Benzimidazoles in Alcohols. J. Chem. Eng. Data 2003. 48. 951-956,http://pubs.acs.org/doi/abs/10.1021/je020228x,benzimidazole,c1ccc2c(c1)[nH]cn2,2-butanol,OC(C)CC,1.193,REF,,25C,REF973-Domanska U and Bogel-Lukasik E. Solubility of Benzimidazoles in Alcohols. J. Chem. Eng. Data 2003. 48. 951-956,non-Ugi related,14.6010663372654,74.1216,0.801,1.3243935,92.536329588015,11.0247191165355,103.561048704551,118.1359,0.123595506,1.193,,n,,5593,TRUE,,,,
973,Domanska U and Bogel-Lukasik E. Solubility of Benzimidazoles in Alcohols. J. Chem. Eng. Data 2003. 48. 951-956,http://pubs.acs.org/doi/abs/10.1021/je020228x,benzimidazole,c1ccc2c(c1)[nH]cn2,2-methyl-2-propanol,OC(C)(C)C,1.282,REF,,24C,REF973-Domanska U and Bogel-Lukasik E. Solubility of Benzimidazoles in Alcohols. J. Chem. Eng. Data 2003. 48. 951-956,non-Ugi related,15.7594870076983,74.1216,0.804,1.3243935,92.1910447761194,11.8993992402547,104.090444016374,118.1359,0.133401337,1.282,,n,,5593,TRUE,,,,
974,Domanska U and Pobudkowska A. Solubility of Imidazoles; Benzimidazoles and Phenylimidazoles in Dichloromethane; 1-Chlorobutane; Toluene and 2-Nitrotoluene. J. Chem. Eng. Data 2004. 49. 1082-1090,http://pubs.acs.org/doi/abs/10.1021/je049907t,benzimidazole,c1ccc2c(c1)[nH]cn2,1-chlorobutane,ClCCCC,0.008,REF,,25C,REF974-Domanska U and Pobudkowska A. Solubility of Imidazoles; Benzimidazoles and Phenylimidazoles in Dichloromethane; 1-Chlorobutane; Toluene and 2-Nitrotoluene. J. Chem. Eng. Data 2004. 49. 1082-1090,non-Ugi related,0.106418086318207,92.5673,0.873,1.3243935,106.033562428408,0.080352316979966,106.113914745388,118.1359,0.00090081073,0.008,,n,,5593,TRUE,,,,
974,Domanska U and Pobudkowska A. Solubility of Imidazoles; Benzimidazoles and Phenylimidazoles in Dichloromethane; 1-Chlorobutane; Toluene and 2-Nitrotoluene. J. Chem. Eng. Data 2004. 49. 1082-1090,http://pubs.acs.org/doi/abs/10.1021/je049907t,benzimidazole,c1ccc2c(c1)[nH]cn2,dichloromethane,C(Cl)Cl,0.05,REF,,33C,REF974-Domanska U and Pobudkowska A. Solubility of Imidazoles; Benzimidazoles and Phenylimidazoles in Dichloromethane; 1-Chlorobutane; Toluene and 2-Nitrotoluene. J. Chem. Eng. Data 2004. 49. 1082-1090,non-Ugi related,0.403032370283896,84.9326,1.252,1.3243935,67.8375399361022,0.304314669532806,68.141854605635,118.1359,0.00341159944,0.05,,n,,5593,TRUE,,,,
974,Domanska U and Pobudkowska A. Solubility of Imidazoles; Benzimidazoles and Phenylimidazoles in Dichloromethane; 1-Chlorobutane; Toluene and 2-Nitrotoluene. J. Chem. Eng. Data 2004. 49. 1082-1090,http://pubs.acs.org/doi/abs/10.1021/je049907t,benzimidazole,c1ccc2c(c1)[nH]cn2,toluene,c1ccccc1C,0.009,REF,,25C,REF974-Domanska U and Pobudkowska A. Solubility of Imidazoles; Benzimidazoles and Phenylimidazoles in Dichloromethane; 1-Chlorobutane; Toluene and 2-Nitrotoluene. J. Chem. Eng. Data 2004. 49. 1082-1090,non-Ugi related,0.106418086318207,92.1384,0.871,1.3243935,105.784615384615,0.080352316979966,105.864967701595,118.1359,0.00090081073,0.009,,n,,5593,TRUE,,,,
1218,L. C. Draucker. M. Janakat. M. J. Lazzaroni. J. D. Olson. Ind. Eng. Chem. Res.. 46. 2198-2204 (2007),http://goo.gl/J0JLC,benzimidazole,c1ccc2c(c1)[nH]cn2,2-propanol,CC(C)O,0.96637124767402,REF,,,REF1218,non-Ugi related,,,,,,,,,,,,n,,5593,FALSE,,,,
1218,L. C. Draucker. M. Janakat. M. J. Lazzaroni. J. D. Olson. Ind. Eng. Chem. Res.. 46. 2198-2204 (2007),http://goo.gl/J0JLC,benzimidazole,c1ccc2c(c1)[nH]cn2,butanone,CCC(=O)C,0.26165632166708,REF,,,REF1218,non-Ugi related,,,,,,,,,,,,n,,5593,FALSE,,,,
1218,L. C. Draucker. M. Janakat. M. J. Lazzaroni. J. D. Olson. Ind. Eng. Chem. Res.. 46. 2198-2204 (2007),http://goo.gl/J0JLC,benzimidazole,c1ccc2c(c1)[nH]cn2,chloroform,ClC(Cl)Cl,0.05591095165118,REF,,,REF1218,non-Ugi related,,,,,,,,,,,,n,,5593,FALSE,,,,
1218,L. C. Draucker. M. Janakat. M. J. Lazzaroni. J. D. Olson. Ind. Eng. Chem. Res.. 46. 2198-2204 (2007),http://goo.gl/J0JLC,benzimidazole,c1ccc2c(c1)[nH]cn2,cyclohexane,C1CCCCC1,0.001410938537586,REF,,,REF1218,non-Ugi related,,,,,,,,,,,,n,,5593,FALSE,,,,
1218,L. C. Draucker. M. Janakat. M. J. Lazzaroni. J. D. Olson. Ind. Eng. Chem. Res.. 46. 2198-2204 (2007),http://goo.gl/J0JLC,benzimidazole,c1ccc2c(c1)[nH]cn2,dichloromethane,ClCCl,0.16320489631935,REF,,,REF1218,non-Ugi related,,,,,,,,,,,,n,,5593,FALSE,,,,
1218,L. C. Draucker. M. Janakat. M. J. Lazzaroni. J. D. Olson. Ind. Eng. Chem. Res.. 46. 2198-2204 (2007),http://goo.gl/J0JLC,benzimidazole,c1ccc2c(c1)[nH]cn2,DMF,CN(C)C=O,2.2208301460533,REF,,,REF1218,non-Ugi related,,,,,,,,,,,,n,,5593,FALSE,,,,
1218,L. C. Draucker. M. Janakat. M. J. Lazzaroni. J. D. Olson. Ind. Eng. Chem. Res.. 46. 2198-2204 (2007),http://goo.gl/J0JLC,benzimidazole,c1ccc2c(c1)[nH]cn2,ethanol,CCO,1.3779345868481,REF,,,REF1218,non-Ugi related,,,,,,,,,,,,n,,5593,FALSE,,,,
1218,L. C. Draucker. M. Janakat. M. J. Lazzaroni. J. D. Olson. Ind. Eng. Chem. Res.. 46. 2198-2204 (2007),http://goo.gl/J0JLC,benzimidazole,c1ccc2c(c1)[nH]cn2,ethyl acetate,O=C(OCC)C,0.14292872683618,REF,,,REF1218,non-Ugi related,,,,,,,,,,,,n,,5593,FALSE,,,,
1218,L. C. Draucker. M. Janakat. M. J. Lazzaroni. J. D. Olson. Ind. Eng. Chem. Res.. 46. 2198-2204 (2007),http://goo.gl/J0JLC,benzimidazole,c1ccc2c(c1)[nH]cn2,heptane,CCCCCCC,0.001457772103938,REF,,,REF1218,non-Ugi related,,,,,,,,,,,,n,,5593,FALSE,,,,
1218,L. C. Draucker. M. Janakat. M. J. Lazzaroni. J. D. Olson. Ind. Eng. Chem. Res.. 46. 2198-2204 (2007),http://goo.gl/J0JLC,benzimidazole,c1ccc2c(c1)[nH]cn2,methanol,CO,2.78055269168,REF,,,REF1218,non-Ugi related,,,,,,,,,,,,n,,5593,FALSE,,,,
1218,L. C. Draucker. M. Janakat. M. J. Lazzaroni. J. D. Olson. Ind. Eng. Chem. Res.. 46. 2198-2204 (2007),http://goo.gl/J0JLC,benzimidazole,c1ccc2c(c1)[nH]cn2,nitromethane,C[N+](=O)[O-],0.1274081071971,REF,,,REF1218,non-Ugi related,,,,,,,,,,,,n,,5593,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,benznidazole,[N+](=O)([O-])c1n(ccn1)CC(=O)NCc2ccccc2,water,O,0.001548816619,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,29299,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,benzo[a]fluorene,C2c1c4c(ccc1-c3ccccc32)cccc4,water,O,0.00000020893,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,8840,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,benzo[a]fluorene,C2c1c4c(ccc1-c3ccccc32)cccc4,water,O,0.00000020893,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,8840,FALSE,,,,
997,Kia Sepassi and Samuel H. Yalkowsky. Solubility Prediction in Octanol: A Technical Note. AAPS PharmSciTech 2006; 7 (1) Article 26,http://www.aapspharmscitech.org/articles/pt0701/pt070126/pt070126.pdf,benzo[a]pyrene,c1ccc2c(c1)cc3ccc4cccc5c4c3c2cc5,1-octanol,OCCCCCCCC,0.025,REF,,,REF997-Kia Sepassi and Samuel H. Yalkowsky. Solubility Prediction in Octanol: A Technical Note. AAPS PharmSciTech 2006; 7 (1) Article 26,non-Ugi related,,,,,,,,,,,,n,,2246,FALSE,,,,
1283,RAEVSKY OA; PERLOVICH GL and SCHAPER K-J. Physicochemical properties/descriptors governing the solubility and partitioning of chemicals in water-solvent-gas systems. Part 2. Solubility in 1-octanol. SAR and QSAR in Environmental Research Vol. 18 Nos. 5–6 July–September 2007 543–578,http://dx.doi.org/10.1080/10629360701430124,benzo[a]pyrene,c1ccc2c(c1)cc3ccc4cccc5c4c3c2cc5,1-octanol,OCCCCCCCC,0.0251188643,REF,,,REF1283,non-Ugi related,,,,,,,,,,,,n,,2246,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,Benzo[a]pyrene,c21c3c4ccc1c5c(cc2ccc3ccc4)cccc5,water,O,0.000000006457,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,2246,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,Benzo[a]pyrene,c51c(cc2ccc3cccc4ccc1c2c43)cccc5,water,O,0.000000006457,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,2246,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,Benzo[a]pyrene,c51c(cc2ccc3cccc4ccc1c2c43)cccc5,water,O,0.000000015136,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,2246,FALSE,,,,
